clr_ratio,sensattr,arch,fair_coeff,g_y_ratio,DP_mean,0-acc_mean,1-acc_mean,EqOp0_mean,EqOp1_mean
"(0.1, 0.9)",bck,laftr-dp,0.1,"(0.5, 0.5)",0.8227163461538461,0.9340945512820514,0.8646501068376068,0.8935015705202826,0.7495643144160008
"(0.1, 0.9)",bck,laftr-dp,0.5,"(0.5, 0.5)",0.8482238247863249,0.9429754273504273,0.8831463675213675,0.9091671384365204,0.7851865249656154
"(0.1, 0.9)",bck,laftr-dp,1.0,"(0.5, 0.5)",0.843883547008547,0.9334268162393163,0.8878205128205128,0.8908687618449603,0.7952090002411606
"(0.1, 0.9)",bck,laftr-dp,2.0,"(0.5, 0.5)",0.8304620726495727,0.930889423076923,0.8818776709401709,0.8809938958078333,0.7781420512295331
"(0.1, 0.9)",bck,laftr-dp,4.0,"(0.5, 0.5)",0.8380074786324787,0.9280849358974358,0.8864850427350427,0.8811276246164205,0.7933122015088497
"(0.1, 0.9)",bck,laftr-eqodd,0.1,"(0.5, 0.5)",0.8094284188034188,0.9200721153846154,0.8676549145299145,0.8636174209678865,0.7533558746802421
"(0.1, 0.9)",bck,laftr-eqodd,0.5,"(0.5, 0.5)",0.8466212606837606,0.9301549145299145,0.892094017094017,0.8861304136240893,0.8056380346412159
"(0.1, 0.9)",bck,laftr-eqodd,1.0,"(0.5, 0.5)",0.8140357905982906,0.9329594017094017,0.8637820512820512,0.8846787980698112,0.7410309224993915
"(0.1, 0.9)",bck,laftr-eqodd,2.0,"(0.5, 0.5)",0.8169070512820512,0.9328258547008547,0.8651842948717948,0.8859966848155021,0.7454998243602916
"(0.1, 0.9)",bck,laftr-eqodd,4.0,"(0.5, 0.5)",0.8207799145299145,0.935763888888889,0.8630475427350427,0.8948174807219337,0.7442816886519129
"(0.1, 0.9)",bck,laftr-eqopp0,0.1,"(0.5, 0.5)",0.8484909188034188,0.9430422008547009,0.8845486111111112,0.9081141085921617,0.7868112197985043
"(0.1, 0.9)",bck,laftr-eqopp0,0.5,"(0.5, 0.5)",0.8193776709401709,0.9330261752136751,0.866920405982906,0.886918378509848,0.7495632682860758
"(0.1, 0.9)",bck,laftr-eqopp0,1.0,"(0.5, 0.5)",0.837406517094017,0.9382345085470086,0.8765357905982906,0.900346550587356,0.7723195123052409
"(0.1, 0.9)",bck,laftr-eqopp0,2.0,"(0.5, 0.5)",0.774639423076923,0.9300213675213674,0.8314636752136751,0.8748052323906051,0.6712743183912945
"(0.1, 0.9)",bck,laftr-eqopp0,4.0,"(0.5, 0.5)",0.7896634615384616,0.9342948717948719,0.8354033119658119,0.8899457157783766,0.6861752278636155
"(0.1, 0.9)",bck,laftr-eqopp1,0.1,"(0.5, 0.5)",0.7874599358974358,0.9344951923076922,0.8281917735042735,0.8950805691364937,0.6764244710712041
"(0.1, 0.9)",bck,laftr-eqopp1,0.5,"(0.5, 0.5)",0.8558360042735043,0.9398370726495727,0.8963007478632479,0.9006103672023519,0.8094300353812153
"(0.1, 0.9)",bck,laftr-eqopp1,1.0,"(0.5, 0.5)",0.827857905982906,0.9316239316239315,0.8746661324786325,0.886261073587983,0.7674420691789202
"(0.1, 0.9)",bck,laftr-eqopp1,2.0,"(0.5, 0.5)",0.8462873931623932,0.934161324786325,0.8937633547008547,0.8881035247189719,0.8029283378977633
"(0.1, 0.9)",bck,laftr-eqopp1,4.0,"(0.5, 0.5)",0.8137686965811967,0.9195379273504273,0.8782719017094017,0.8569025807215384,0.7690661032981724
"(0.5, 0.5)",bck,laftr-dp,0.1,"(0.5, 0.5)",0.9771634615384616,0.9692841880341879,0.9491853632478632,0.9822191658609648,0.9642433342252968
"(0.5, 0.5)",bck,laftr-dp,0.1,"(0.75, 0.25)",0.9780982905982906,0.960136217948718,0.9407051282051283,0.9701023787395432,0.9834802319985817
"(0.5, 0.5)",bck,laftr-dp,0.1,"(0.9, 0.1)",0.9588007478632479,0.9278178418803419,0.9005742521367521,0.9362604598190444,0.9615582490648148
"(0.5, 0.5)",bck,laftr-dp,0.5,"(0.5, 0.5)",0.9839075854700855,0.9724893162393161,0.9567307692307692,0.9911731184184984,0.9735993696791905
"(0.5, 0.5)",bck,laftr-dp,0.5,"(0.75, 0.25)",0.9863782051282052,0.9660790598290597,0.9531917735042735,0.9748349533712455,0.9913251603056462
"(0.5, 0.5)",bck,laftr-dp,0.5,"(0.9, 0.1)",0.971020299145299,0.9254807692307692,0.8804086538461539,0.9695706363785218,0.9247215367318241
"(0.5, 0.5)",bck,laftr-dp,1.0,"(0.5, 0.5)",0.9866452991452991,0.9716880341880344,0.9521233974358975,0.9835278980868928,0.9772582366213748
"(0.5, 0.5)",bck,laftr-dp,1.0,"(0.75, 0.25)",0.9828392094017094,0.961071047008547,0.9368990384615384,0.9782684184256348,0.9671057659377894
"(0.5, 0.5)",bck,laftr-dp,1.0,"(0.9, 0.1)",0.9815705128205128,0.9405715811965812,0.9084535256410255,0.9628570964900947,0.9673827701300173
"(0.5, 0.5)",bck,laftr-dp,2.0,"(0.5, 0.5)",0.9935897435897436,0.9732238247863249,0.9563301282051283,0.9795776707947308,0.9837494177461076
"(0.5, 0.5)",bck,laftr-dp,2.0,"(0.75, 0.25)",0.9853766025641025,0.9594017094017092,0.9432425213675213,0.9698303958768042,0.9890166819181397
"(0.5, 0.5)",bck,laftr-dp,2.0,"(0.9, 0.1)",0.9578659188034188,0.9377670940170941,0.8959668803418803,0.9889491942878292,0.9146886001570297
"(0.5, 0.5)",bck,laftr-dp,4.0,"(0.5, 0.5)",0.9939236111111112,0.9726228632478632,0.9599358974358975,0.983659286251222,0.9910726575774493
"(0.5, 0.5)",bck,laftr-dp,4.0,"(0.75, 0.25)",0.9857772435897435,0.9595352564102564,0.9408386752136751,0.985641863951769,0.9700850889045257
"(0.5, 0.5)",bck,laftr-dp,4.0,"(0.9, 0.1)",0.9787660256410255,0.9340945512820512,0.8943643162393163,0.9718092805608558,0.9421900344562162
"(0.5, 0.5)",bck,laftr-eqodd,0.1,"(0.5, 0.5)",0.9931891025641025,0.9743589743589745,0.9581330128205128,0.9840558954171018,0.983487830205405
"(0.5, 0.5)",bck,laftr-eqodd,0.1,"(0.75, 0.25)",0.9884481837606837,0.9639423076923076,0.9509882478632479,0.9794437339288765,0.9869984770550673
"(0.5, 0.5)",bck,laftr-eqodd,0.1,"(0.9, 0.1)",0.960670405982906,0.9351629273504273,0.8877537393162394,0.9432342273346054,0.9408362872738846
"(0.5, 0.5)",bck,laftr-eqodd,0.5,"(0.5, 0.5)",0.990584935897436,0.9679487179487181,0.9481837606837606,0.9786557690431176,0.9818673198922157
"(0.5, 0.5)",bck,laftr-eqodd,0.5,"(0.75, 0.25)",0.9870459401709403,0.9614049145299145,0.943442841880342,0.9807606324025474,0.9817175030750714
"(0.5, 0.5)",bck,laftr-eqodd,0.5,"(0.9, 0.1)",0.9658787393162394,0.9169337606837605,0.8688568376068376,0.9280673726881977,0.9610007719337657
"(0.5, 0.5)",bck,laftr-eqodd,1.0,"(0.5, 0.5)",0.9829727564102564,0.9702190170940171,0.9491185897435898,0.9753706488203465,0.9776559311712582
"(0.5, 0.5)",bck,laftr-eqodd,1.0,"(0.75, 0.25)",0.9973958333333334,0.9638755341880341,0.945045405982906,0.9841816660352128,0.9780723459408507
"(0.5, 0.5)",bck,laftr-eqodd,1.0,"(0.9, 0.1)",0.9540598290598291,0.922275641025641,0.8853498931623932,0.9329599433584895,0.9734550037495499
"(0.5, 0.5)",bck,laftr-eqodd,2.0,"(0.5, 0.5)",0.9798344017094017,0.9689503205128206,0.9493856837606839,0.9790571115118295,0.9767173323907151
"(0.5, 0.5)",bck,laftr-eqodd,2.0,"(0.75, 0.25)",0.9806356837606839,0.9644764957264957,0.9387686965811964,0.9811535485519318,0.9655976320023257
"(0.5, 0.5)",bck,laftr-eqodd,2.0,"(0.9, 0.1)",0.9690170940170941,0.9335603632478632,0.8819444444444445,0.9614133350976591,0.9298686611408984
"(0.5, 0.5)",bck,laftr-eqodd,4.0,"(0.5, 0.5)",0.9891159188034188,0.9669471153846153,0.9526575854700855,0.9853711814469509,0.9811732402167581
"(0.5, 0.5)",bck,laftr-eqodd,4.0,"(0.75, 0.25)",0.9814369658119659,0.9632745726495727,0.9517227564102564,0.9818238570530061,0.9773870207210807
"(0.5, 0.5)",bck,laftr-eqodd,4.0,"(0.9, 0.1)",0.9730902777777778,0.9415064102564102,0.9081196581196581,0.9706268390962075,0.9427304982111179
"(0.5, 0.5)",bck,laftr-eqopp0,0.1,"(0.5, 0.5)",0.9870459401709403,0.9692841880341881,0.9559962606837608,0.9790476969204821,0.985371139367631
"(0.5, 0.5)",bck,laftr-eqopp0,0.1,"(0.75, 0.25)",0.9745592948717948,0.9640090811965812,0.9402377136752137,0.9761618385937494,0.9665483438662098
"(0.5, 0.5)",bck,laftr-eqopp0,0.1,"(0.9, 0.1)",0.9730235042735043,0.9342280982905983,0.8900908119658121,0.95717432431842,0.9545198318704032
"(0.5, 0.5)",bck,laftr-eqopp0,0.5,"(0.5, 0.5)",0.9888488247863249,0.9698851495726496,0.9526575854700855,0.9798401350374887,0.9857926746679088
"(0.5, 0.5)",bck,laftr-eqopp0,0.5,"(0.75, 0.25)",0.9786324786324787,0.9626068376068376,0.9410389957264957,0.9864403877438458,0.9666971696128989
"(0.5, 0.5)",bck,laftr-eqopp0,0.5,"(0.9, 0.1)",0.967548076923077,0.9418402777777777,0.8823450854700855,0.9400712887420837,0.9382604401013536
"(0.5, 0.5)",bck,laftr-eqopp0,1.0,"(0.5, 0.5)",0.9771634615384617,0.9646768162393163,0.9436431623931624,0.9824833985904952,0.9626335605087054
"(0.5, 0.5)",bck,laftr-eqopp0,1.0,"(0.75, 0.25)",0.9845753205128206,0.9686832264957266,0.9459802350427351,0.986431025166815,0.964390893604182
"(0.5, 0.5)",bck,laftr-eqopp0,1.0,"(0.9, 0.1)",0.9698183760683761,0.9364983974358974,0.8961004273504273,0.9698365855805079,0.9455787245804194
"(0.5, 0.5)",bck,laftr-eqopp0,2.0,"(0.5, 0.5)",0.9818376068376069,0.9736912393162394,0.9569310897435898,0.9768178951720103,0.9838916363564286
"(0.5, 0.5)",bck,laftr-eqopp0,2.0,"(0.75, 0.25)",0.9925213675213675,0.9646100427350429,0.9443776709401709,0.9827359280987373,0.9767204157210202
"(0.5, 0.5)",bck,laftr-eqopp0,2.0,"(0.9, 0.1)",0.9676148504273504,0.9343616452991452,0.8741319444444445,0.9557472595216888,0.9211980610257138
"(0.5, 0.5)",bck,laftr-eqopp0,4.0,"(0.5, 0.5)",0.9946581196581196,0.97142094017094,0.9570646367521368,0.9905172698975049,0.9798320465935256
"(0.5, 0.5)",bck,laftr-eqopp0,4.0,"(0.75, 0.25)",0.98704594017094,0.9637419871794872,0.9407051282051282,0.9902427383332407,0.9633118381163496
"(0.5, 0.5)",bck,laftr-eqopp0,4.0,"(0.9, 0.1)",0.9505208333333334,0.9348290598290597,0.8895566239316239,0.9449473708739382,0.9301367456990297
"(0.5, 0.5)",bck,laftr-eqopp1,0.1,"(0.5, 0.5)",0.9888488247863249,0.9681490384615387,0.9507879273504273,0.9806375665289121,0.9830849050058968
"(0.5, 0.5)",bck,laftr-eqopp1,0.1,"(0.75, 0.25)",0.9766292735042735,0.9602029914529915,0.9386351495726495,0.9724649730388991,0.9653254179839644
"(0.5, 0.5)",bck,laftr-eqopp1,0.1,"(0.9, 0.1)",0.9662793803418803,0.9347622863247863,0.899238782051282,0.950611990049037,0.962212961219413
"(0.5, 0.5)",bck,laftr-eqopp1,0.5,"(0.5, 0.5)",0.984642094017094,0.9754941239316238,0.9560630341880344,0.9873497020307845,0.9736006911064642
"(0.5, 0.5)",bck,laftr-eqopp1,0.5,"(0.75, 0.25)",0.9764957264957266,0.9628739316239315,0.9390357905982906,0.979848405313866,0.9647872667267916
"(0.5, 0.5)",bck,laftr-eqopp1,0.5,"(0.9, 0.1)",0.9600694444444445,0.9338942307692308,0.8797409188034188,0.9479767887151401,0.9298658531079419
"(0.5, 0.5)",bck,laftr-eqopp1,1.0,"(0.5, 0.5)",0.9931223290598291,0.9720219017094017,0.9555956196581198,0.9783936168862607,0.988908490060114
"(0.5, 0.5)",bck,laftr-eqopp1,1.0,"(0.75, 0.25)",0.9863114316239315,0.9607371794871794,0.9383012820512819,0.9782675861965654,0.9692710897039895
"(0.5, 0.5)",bck,laftr-eqopp1,1.0,"(0.9, 0.1)",0.9540598290598291,0.9240785256410257,0.8859508547008548,0.9615427987322654,0.9235027403098086
"(0.5, 0.5)",bck,laftr-eqopp1,2.0,"(0.5, 0.5)",0.9871794871794871,0.9715544871794871,0.9513221153846154,0.981553486634089,0.9779367344668977
"(0.5, 0.5)",bck,laftr-eqopp1,2.0,"(0.75, 0.25)",0.9899839743589743,0.9654113247863249,0.9435763888888888,0.9803659997807078,0.975907793007227
"(0.5, 0.5)",bck,laftr-eqopp1,2.0,"(0.9, 0.1)",0.9560630341880342,0.9331597222222223,0.891426282051282,0.9459993604319602,0.9438180328572892
"(0.5, 0.5)",bck,laftr-eqopp1,4.0,"(0.5, 0.5)",0.9893162393162394,0.970219017094017,0.9515892094017094,0.9868206123999218,0.9757697589166058
"(0.5, 0.5)",bck,laftr-eqopp1,4.0,"(0.75, 0.25)",0.984508547008547,0.9590010683760685,0.9499866452991453,0.9848434962026428,0.9826520274548539
"(0.5, 0.5)",bck,laftr-eqopp1,4.0,"(0.9, 0.1)",0.9611378205128204,0.9322916666666666,0.8991052350427351,0.956142100200796,0.9534113746257332
"(0.5, 0.5)",color_gy,laftr-dp,0.1,"(0.5, 0.5)",0.995191518309297,0.9612123639762333,0.9605289521138048,0.9965880157936319,0.9935010004305651
"(0.5, 0.5)",color_gy,laftr-dp,0.1,"(0.75, 0.25)",0.9404304742996302,0.9548033914146471,0.9392907233019434,0.956200602638063,0.9234839650306296
"(0.5, 0.5)",color_gy,laftr-dp,0.1,"(0.9, 0.1)",0.8583676667805107,0.9254956939715601,0.9108395111200162,0.8744699609424372,0.8411259000846815
