clr_ratio,sensattr,arch,fair_coeff,g_y_ratio,DP_mean,0-acc_mean,1-acc_mean,EqOp0_mean,EqOp1_mean
"(0.5, 0.5)",color_gy,laftr-dp,0.5,"(0.5, 0.5)",0.9964600142998568,0.9640830496027771,0.9658719027582983,0.994765797663204,0.9971581605291876
"(0.5, 0.5)",color_gy,laftr-dp,0.5,"(0.75, 0.25)",0.9449741760283672,0.9573402763869417,0.9481065918653577,0.9544912556103959,0.9344518114014947
"(0.5, 0.5)",color_gy,laftr-dp,0.5,"(0.9, 0.1)",0.8629783694099542,0.9196208024567728,0.9182528551392507,0.8659199489011192,0.8592756486280831
"(0.5, 0.5)",color_gy,laftr-dp,1.0,"(0.5, 0.5)",0.9963900974086622,0.9647506509112759,0.9656715421091299,0.9951649556551804,0.9958047437036743
"(0.5, 0.5)",color_gy,laftr-dp,1.0,"(0.75, 0.25)",0.9396945879845221,0.9577408371720408,0.9385560675883257,0.9590921314277363,0.9190142923371534
"(0.5, 0.5)",color_gy,laftr-dp,1.0,"(0.9, 0.1)",0.8405376824288124,0.917684758662127,0.8960128230815467,0.8638133163974665,0.8159339352434566
"(0.5, 0.5)",color_gy,laftr-dp,2.0,"(0.5, 0.5)",0.9961267219375275,0.9614126443687829,0.9648700995124558,0.9945068182988505,0.9953988452928008
"(0.5, 0.5)",color_gy,laftr-dp,2.0,"(0.75, 0.25)",0.9457059692559096,0.9626143267240804,0.9475722968009084,0.9609326065890716,0.9293056230034059
"(0.5, 0.5)",color_gy,laftr-dp,2.0,"(0.9, 0.1)",0.8574318746037414,0.9231590893918152,0.9090362652774996,0.8730211537091161,0.8407213231010816
"(0.5, 0.5)",color_gy,laftr-dp,4.0,"(0.5, 0.5)",0.9967331008218827,0.9610788437145338,0.9624657717224337,0.9983053210142588,0.9951144080721587
"(0.5, 0.5)",color_gy,laftr-dp,4.0,"(0.75, 0.25)",0.9473115029176826,0.9572067561252421,0.9505777065384358,0.9542272828700676,0.9394635996339646
"(0.5, 0.5)",color_gy,laftr-dp,4.0,"(0.9, 0.1)",0.8437410451169405,0.924227251485413,0.8962799706137714,0.8731530620577806,0.8128184502080699
"(0.5, 0.5)",color_gy,laftr-eqodd,0.1,"(0.5, 0.5)",0.9979952565395468,0.9627478469857801,0.9609964602951981,0.997355279220742,0.9970249166124331
"(0.5, 0.5)",color_gy,laftr-eqodd,0.1,"(0.75, 0.25)",0.940098145016728,0.9537352293210496,0.9445668870633807,0.9496189169887654,0.9295778370217672
"(0.5, 0.5)",color_gy,laftr-eqodd,0.1,"(0.9, 0.1)",0.8315259208346838,0.9105414246611924,0.8980164295732319,0.8459163807178708,0.8160677297549083
"(0.5, 0.5)",color_gy,laftr-eqodd,0.5,"(0.5, 0.5)",0.9979283091432527,0.9622137659389812,0.9599946570493555,0.9970930229534051,0.9960889056269676
"(0.5, 0.5)",color_gy,laftr-eqodd,0.5,"(0.75, 0.25)",0.9371578100210529,0.9560050737699447,0.9381553462899888,0.9552766200254142,0.9177948352015012
"(0.5, 0.5)",color_gy,laftr-eqodd,0.5,"(0.9, 0.1)",0.861373237031276,0.9281660992055544,0.9142456421558806,0.8767070974077616,0.8449171299921044
"(0.5, 0.5)",color_gy,laftr-eqodd,1.0,"(0.5, 0.5)",0.9959900716676892,0.9613458842379331,0.9614639684765911,0.9975369652861543,0.9936414571378546
"(0.5, 0.5)",color_gy,laftr-eqodd,1.0,"(0.75, 0.25)",0.9469092032391732,0.9572735162560919,0.9487744606959193,0.9556718769424103,0.9371626093343419
"(0.5, 0.5)",color_gy,laftr-eqodd,1.0,"(0.9, 0.1)",0.8671143140100943,0.9298351024768009,0.9121752487811393,0.8860519924870497,0.846950806566172
"(0.5, 0.5)",color_gy,laftr-eqodd,2.0,"(0.5, 0.5)",0.9959290632611965,0.9639495293410775,0.9664061978227476,0.9971172096182824,0.994167935787444
"(0.5, 0.5)",color_gy,laftr-eqodd,2.0,"(0.75, 0.25)",0.9478422399386925,0.9610120835836838,0.9478394443331329,0.9611953309854062,0.9333706085943426
"(0.5, 0.5)",color_gy,laftr-eqodd,2.0,"(0.9, 0.1)",0.8537591043275721,0.9252286534481607,0.9052961998263541,0.8751282543417664,0.8311032596307272
"(0.5, 0.5)",color_gy,laftr-eqodd,4.0,"(0.5, 0.5)",0.9949947959601868,0.9626143267240804,0.9630668536699392,0.9963031332914097,0.9938963274232498
"(0.5, 0.5)",color_gy,laftr-eqodd,4.0,"(0.75, 0.25)",0.9449088070122454,0.9534014286668002,0.9525145261470648,0.9461995987614348,0.9428496469036206
"(0.5, 0.5)",color_gy,laftr-eqodd,4.0,"(0.9, 0.1)",0.8559609045397143,0.9291675011683024,0.9030254458024446,0.8834177265887387,0.8270404764185798
"(0.5, 0.5)",color_gy,laftr-eqopp0,0.1,"(0.5, 0.5)",0.9967913805033316,0.9626143267240804,0.9611300340613104,0.9947227297954223,0.9956828970971546
"(0.5, 0.5)",color_gy,laftr-eqopp0,0.1,"(0.75, 0.25)",0.9438356422560675,0.9592095600507378,0.9433647231683698,0.9598817090037329,0.9265984039360914
"(0.5, 0.5)",color_gy,laftr-eqopp0,0.1,"(0.9, 0.1)",0.8529556018110119,0.9286334201215034,0.8992185934682428,0.8836821674580647,0.8206746106469597
"(0.5, 0.5)",color_gy,laftr-eqopp0,0.5,"(0.5, 0.5)",0.9973223850464049,0.9634154482942786,0.9625993454885461,0.9959278498783123,0.99609044729212
"(0.5, 0.5)",color_gy,laftr-eqopp0,0.5,"(0.75, 0.25)",0.9352282670125406,0.9491955404232592,0.9494423295264811,0.9355429542164639,0.9341791569073757
"(0.5, 0.5)",color_gy,laftr-eqopp0,0.5,"(0.9, 0.1)",0.8136923516873399,0.9103411442686428,0.8785146597208309,0.84736159896221,0.7784152563183495
"(0.5, 0.5)",color_gy,laftr-eqopp0,1.0,"(0.5, 0.5)",0.9965894147217846,0.9661526136591227,0.9682094436652641,0.9942189709796431,0.9971613539784321
"(0.5, 0.5)",color_gy,laftr-eqopp0,1.0,"(0.75, 0.25)",0.9496472246746194,0.9593430803124373,0.9507780671876044,0.9584355545013984,0.9398709295910512
"(0.5, 0.5)",color_gy,laftr-eqopp0,1.0,"(0.9, 0.1)",0.8526921193310519,0.9224247279524667,0.9089026915113871,0.8677580834174665,0.8365206159172521
"(0.5, 0.5)",color_gy,laftr-eqopp0,2.0,"(0.5, 0.5)",0.995331084569623,0.9590092796581882,0.9608628865290857,0.9955380544662886,0.9945696496786178
"(0.5, 0.5)",color_gy,laftr-eqopp0,2.0,"(0.75, 0.25)",0.9470433923060307,0.9558715535082448,0.9468376410872904,0.9563340714167197,0.9367562153882408
"(0.5, 0.5)",color_gy,laftr-eqopp0,2.0,"(0.9, 0.1)",0.8590352145845966,0.92562921423326,0.9103052160555666,0.8757863916980964,0.8411261753820302
"(0.5, 0.5)",color_gy,laftr-eqopp0,4.0,"(0.5, 0.5)",0.9955226169907089,0.9662193737899726,0.965738328992186,0.9954080186336146,0.9945958029267411
"(0.5, 0.5)",color_gy,laftr-eqopp0,4.0,"(0.75, 0.25)",0.9463774228821172,0.9556712731156954,0.9513123622520537,0.9510697527810764,0.9408177322325844
"(0.5, 0.5)",color_gy,laftr-eqopp0,4.0,"(0.9, 0.1)",0.8578348430874084,0.9239602109620136,0.9123756094303079,0.870918734366442,0.8436984987484983
"(0.5, 0.5)",color_gy,laftr-eqopp1,0.1,"(0.5, 0.5)",0.9987263542097251,0.9608785633219842,0.9614639684765911,0.9978007819834834,0.9983671563655904
"(0.5, 0.5)",color_gy,laftr-eqopp1,0.1,"(0.75, 0.25)",0.947376417146297,0.9597436410975365,0.9485073131636947,0.9588301872463977,0.9348593065369905
"(0.5, 0.5)",color_gy,laftr-eqopp1,0.1,"(0.9, 0.1)",0.8345236794412063,0.9242940116162628,0.8860615775061778,0.8742047398581153,0.7930440618912487
"(0.5, 0.5)",color_gy,laftr-eqopp1,0.5,"(0.5, 0.5)",0.9991315163743099,0.963215167901729,0.9647365257463435,0.9979050707212881,0.9982320954863347
"(0.5, 0.5)",color_gy,laftr-eqopp1,0.5,"(0.75, 0.25)",0.9421687791613261,0.9556712731156952,0.9464369197889534,0.951725393449419,0.9316084853249995
"(0.5, 0.5)",color_gy,laftr-eqopp1,0.5,"(0.9, 0.1)",0.8476183761386693,0.9166165965685292,0.9053629867094101,0.8605245021318074,0.8336765190081808
"(0.5, 0.5)",color_gy,laftr-eqopp1,1.0,"(0.5, 0.5)",0.9973911248405218,0.9630816476400295,0.9642022306818941,0.9956679342559637,0.9981202697033066
"(0.5, 0.5)",color_gy,laftr-eqopp1,1.0,"(0.75, 0.25)",0.9477739014276704,0.9602109620134854,0.9433647231683696,0.964749054249389,0.9295800394005566
"(0.5, 0.5)",color_gy,laftr-eqopp1,1.0,"(0.9, 0.1)",0.8369925736811606,0.9287669403832032,0.8819207907566954,0.8851284780033987,0.7868139727719909
"(0.5, 0.5)",color_gy,laftr-eqopp1,2.0,"(0.5, 0.5)",0.9960550929051291,0.9624808064623807,0.9649368863955119,0.9933199552468679,0.9956719953221475
"(0.5, 0.5)",color_gy,laftr-eqopp1,2.0,"(0.75, 0.25)",0.9432377705733194,0.956272114293344,0.9479730180992453,0.9518576138840819,0.93363951904452
"(0.5, 0.5)",color_gy,laftr-eqopp1,2.0,"(0.9, 0.1)",0.8599668066649752,0.934441551505441,0.9041608228143992,0.8914446304823757,0.8269042042309899
"(0.5, 0.5)",color_gy,laftr-eqopp1,4.0,"(0.5, 0.5)",0.999325911281471,0.9598771613592362,0.9615975422427034,0.9972704958578387,0.9985200014535701
"(0.5, 0.5)",color_gy,laftr-eqopp1,4.0,"(0.75, 0.25)",0.9410327065920071,0.9554042325922958,0.9434315100514259,0.9533047046444119,0.9276813686462749
"(0.5, 0.5)",color_gy,laftr-eqopp1,4.0,"(0.9, 0.1)",0.8493560121952073,0.9164830763068293,0.912041675015027,0.855521503505506,0.8423439256741206
