table_type,clr_ratio,sensattr,arch,g_y_ratio,DP_mean_max,0-acc_mean_max,1-acc_mean_max,EqOp0_mean_max,EqOp1_mean_max,DP_std_corresp,0-acc_std_corresp,1-acc_std_corresp,EqOp0_std_corresp,EqOp1_std_corresp
4,"(0.001, 0.001)",bck,conv,"(0.5, 0.5)",0.9318910256410255,0.9660122863247863,0.8847489316239315,0.9839283042979013,0.8484504062838272,0.07743961977582815,0.0016067320266446472,0.06285224351401435,0.022774018603142633,0.14084523350585582
4,"(0.01, 0.01)",bck,conv,"(0.5, 0.5)",0.9889823717948718,0.9730235042735043,0.9495192307692307,0.9878708854854882,0.964792772673765,0.003910100419860391,0.0042979527355112715,0.00873176871702862,0.007767116651302175,0.003382998418328797
4,"(0.01, 0.99)",bck,conv,"(0.5, 0.5)",0.11585202991452985,0.49699519230769235,0.6161191239316239,0.010796143616938222,0.22389272653392925,0.05571659781335231,0.005489659297293486,0.05238193087714852,0.0102711258881126,0.10990396530131119
4,"(0.1, 0.1)",bck,conv,"(0.5, 0.5)",0.9904513888888888,0.9680154914529915,0.9545272435897436,0.9903821367023631,0.9800991400812018,0.005838005607477126,0.008972778926459023,0.006306120287939571,0.006358724556029873,0.012296441882014104
4,"(0.1, 0.9)",bck,conv,"(0.5, 0.5)",0.7863247863247863,0.9020432692307692,0.8603098290598291,0.830310729367637,0.7407599748488343,0.13336297081400564,0.058143697440059317,0.06969896932689519,0.12107917690826081,0.14842916496714229
4,"(0.5, 0.5)",bck,conv,"(0.5, 0.5)",0.9881143162393161,0.9646768162393163,0.9564636752136751,0.9907912813186005,0.9803705832669866,0.01165709339866992,0.008873844494773011,0.008299009120652269,0.005539873732062209,0.014053298882710327
4,"(0.5, 0.5)",bck,conv,"(0.75, 0.25)",0.9877804487179488,0.9573985042735043,0.9332264957264957,0.9797170171495364,0.962903241791459,0.014226987904298462,0.009271904417734915,0.0038757403474708714,0.0075391817447263984,0.00792292662961051
4,"(0.5, 0.5)",bck,conv,"(0.9, 0.1)",0.9811698717948718,0.920673076923077,0.8695913461538461,0.965730991523955,0.9316365105950938,0.013140475969585945,0.002361744014934202,0.01314963416047781,0.027871411525330802,0.007924827501645013
4,"(0.5, 0.5)",color_gy,conv,"(0.5, 0.5)",0.996594604649809,0.9593430803124373,0.9617979028918721,0.9968914674127602,0.9949803382633583,0.002427624343240871,0.009008165889865421,0.008114812421061336,0.003518732098601463,0.0022418562600981986
4,"(0.5, 0.5)",color_gy,conv,"(0.75, 0.25)",0.9400340333543031,0.9467921757126643,0.9438322313497629,0.9434424750084133,0.9358084767357223,0.00623580119367929,0.0040520704734611284,0.0076697400493986444,0.00629292502759509,0.008818074095905213
4,"(0.5, 0.5)",color_gy,conv,"(0.9, 0.1)",0.8227061464491482,0.9105414246611924,0.8797168236158418,0.8552594032811682,0.7885761511008039,0.011621402095255386,0.01650380109973214,0.020544865420328077,0.038081208797260346,0.03324268659623989
