table_type,clr_ratio,sensattr,arch,g_y_ratio,DP_mean_max,0-acc_mean_max,1-acc_mean_max,EqOp0_mean_max,EqOp1_mean_max,DP_std_corresp,0-acc_std_corresp,1-acc_std_corresp,EqOp0_std_corresp,EqOp1_std_corresp
4,"(0.001, 0.001)",bck,mlp,"(0.5, 0.5)",0.5890090811965812,0.9670138888888888,0.5813301282051282,0.461341659369058,0.7204355974888478,0.09945915142643673,0.0019763152493253375,0.08470573669886086,0.4721826720193312,0.4492746791542674
4,"(0.01, 0.01)",bck,mlp,"(0.5, 0.5)",0.764155982905983,0.9591346153846153,0.7208199786324787,0.9603659748138357,0.5189139739832994,0.21663247218063947,0.008529514766043212,0.18100577712367721,0.02274541358793553,0.39375509928274166
4,"(0.01, 0.99)",bck,mlp,"(0.5, 0.5)",0.14002403846153846,0.4959935897435898,0.6323450854700855,0.017645336843675568,0.26588107815251244,0.13952334503327513,0.005039962189667045,0.1232338082040014,0.01653852030887798,0.2661585878849408
4,"(0.1, 0.1)",bck,mlp,"(0.5, 0.5)",0.9414396367521368,0.9662126068376069,0.8979700854700855,0.9149055659272105,0.9442001455772379,0.03479604403885823,0.0018612927169827593,0.030449596534782797,0.07923114946542271,0.07979590145893158
4,"(0.1, 0.9)",bck,mlp,"(0.5, 0.5)",0.6458333333333334,0.8199118589743589,0.8079594017094017,0.6624594366350148,0.6284722979289931,0.07948030326892999,0.03336464278621867,0.060912040850152366,0.06839067905757318,0.12879152819379822
4,"(0.5, 0.5)",bck,mlp,"(0.5, 0.5)",0.9780982905982906,0.95826655982906,0.9384348290598291,0.9731297680223886,0.9733148773990788,0.01550425555014131,0.012846049120615287,0.011567244896550196,0.01527580853802295,0.027125082914339006
4,"(0.5, 0.5)",bck,mlp,"(0.75, 0.25)",0.9680154914529915,0.9535256410256411,0.9305555555555555,0.9801159149453569,0.944076702246096,0.020744863208938903,0.006306120287939484,0.013065955675912469,0.02066165094776218,0.019977335957116267
4,"(0.5, 0.5)",bck,mlp,"(0.9, 0.1)",0.9622061965811964,0.9026442307692308,0.8320646367521367,0.9001480639543074,0.9595573328752386,0.0283949174599767,0.019661027175184257,0.03471984654512573,0.05630736005897257,0.024062186640290976
4,"(0.5, 0.5)",color_gy,mlp,"(0.5, 0.5)",0.9976619374250112,0.946925695974364,0.9497762639417617,0.9966025277925586,0.9947061971635565,0.002913688895479595,0.013528936810571986,0.010919808559533421,0.002510059135183105,0.0030897459949399816
4,"(0.5, 0.5)",color_gy,mlp,"(0.75, 0.25)",0.9334873404346262,0.9491287802924094,0.9349495759032926,0.9480464716857377,0.9177947801420313,0.006138162540400154,0.007631707944425284,0.015238390062332002,0.015187176987272588,0.024980998447566176
4,"(0.5, 0.5)",color_gy,mlp,"(0.9, 0.1)",0.7620740899946092,0.8869083383403432,0.8477926935149936,0.8036705474560571,0.7186848715297393,0.05659315215271183,0.02774178659947127,0.02525365630551377,0.05850476178667292,0.05482580162958705
